vf_id,domain,domain_code,capability,origin,source_r2v_ids,source_capabilities,evidence_class,decision,priority,candidate_or_reference,authority_rule,verification_gate,status
VF-UNK-015,24 Private or unknowable Replit implementation,UNK,Yjs/standard collaborative state if needed,REPLIT-DERIVED-REQUIREMENT,R2V-381,Multiplayer sync protocol,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-016,24 Private or unknowable Replit implementation,UNK,OpenTelemetry + pluggable backend,REPLIT-DERIVED-REQUIREMENT,R2V-382,Observability backend/storage,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-017,24 Private or unknowable Replit implementation,UNK,OTel Telemetry Plane,REPLIT-DERIVED-REQUIREMENT,R2V-383,Observability sampling/storage topology,UNKNOWN/PRIVATE,ADOPT,REFERENCE_ONLY,OpenTelemetry + chosen backend,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for OTel Telemetry Plane.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-018,24 Private or unknowable Replit implementation,UNK,Deployment Adapter Contract,REPLIT-DERIVED-REQUIREMENT,R2V-384,Production deployment scheduler/control plane topology,UNKNOWN/PRIVATE,BRIDGE,REFERENCE_ONLY,Provider adapters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Deployment Adapter Contract.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-019,24 Private or unknowable Replit implementation,UNK,Collaboration Provider Contract,REPLIT-DERIVED-REQUIREMENT,R2V-385,Real-time multiplayer synchronization algorithm,UNKNOWN/PRIVATE,BRIDGE,REFERENCE_ONLY,Yjs/Automerge/provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Collaboration Provider Contract.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-020,24 Private or unknowable Replit implementation,UNK,SecretRef / Credential Broker,REPLIT-DERIVED-REQUIREMENT,R2V-386,Secrets KMS envelope/key hierarchy,UNKNOWN/PRIVATE,OWN,REFERENCE_ONLY,KMS/HSM-backed secret service,"VibeFlow is authoritative for SecretRef / Credential Broker state/policy; external IDs are references, never the source of VibeFlow truth.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-021,24 Private or unknowable Replit implementation,UNK,KMS-backed secret boundary,REPLIT-DERIVED-REQUIREMENT,R2V-387,Secrets KMS/HSM hierarchy,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-022,24 Private or unknowable Replit implementation,UNK,VibeFlow API/control plane schema,REPLIT-DERIVED-REQUIREMENT,R2V-388,Server GraphQL schema/resolvers,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-023,24 Private or unknowable Replit implementation,UNK,BYOW first; provider capability + later own isolation,REPLIT-DERIVED-REQUIREMENT,R2V-389,Workspace scheduler and sandbox isolation,UNKNOWN/PRIVATE,UNKNOWN/OWN-INDEPENDENTLY,REFERENCE_ONLY,Standards/OSS primitives,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-UNK-024,24 Private or unknowable Replit implementation,UNK,Workspace Provider Contract,REPLIT-DERIVED-REQUIREMENT,R2V-390,Workspace scheduler/kernel multi-tenant boundary,UNKNOWN/PRIVATE,BRIDGE,REFERENCE_ONLY,Daytona/E2B/Kubernetes/gVisor/Firecracker adapters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Workspace Provider Contract.",Not claimable from APK; implement from independent requirements and verify separately,NOT_STARTED
VF-PORT-001,25 VibeFlow-native PORT,PORT,Cross-provider project portability,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Project remains stable while any provider binding is replaced.,Provider migration E2E,NOT_STARTED
VF-PORT-002,25 VibeFlow-native PORT,PORT,Agent provider portability,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Task/Execution semantics do not depend on one agent vendor.,Agent adapter certification,NOT_STARTED
VF-PORT-003,25 VibeFlow-native PORT,PORT,Model provider portability,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,ModelBinding can change without redefining Task or Project.,Model adapter certification,NOT_STARTED
VF-PORT-004,25 VibeFlow-native PORT,PORT,Workspace provider portability,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,WorkspaceBinding replacement preserves project authority and reconciliation.,Workspace migration/reconciliation E2E,NOT_STARTED
VF-PORT-005,25 VibeFlow-native PORT,PORT,Deployment provider portability,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Release is provider-neutral and can target multiple deployment bindings.,Release portability E2E,NOT_STARTED
VF-TRU-001,25 VibeFlow-native TRU,TRU,Independent completion verification authority,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Agent candidate completion can never directly become VERIFIED.,Negative + positive verification E2E,NOT_STARTED
VF-TRU-002,25 VibeFlow-native TRU,TRU,Execution recovery classification,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,"Reconnect, replay, workspace recovery and execution recovery remain distinct.",Crash-window test suite,NOT_STARTED
VF-TRU-003,25 VibeFlow-native TRU,TRU,Evidence export and attestation bundle,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,User can export immutable evidence for a release/execution.,Hash/provenance verification,NOT_STARTED
VF-TRU-004,25 VibeFlow-native TRU,TRU,Provider certification framework,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Adapters are admitted only after contract/security/recovery tests.,Certification suite,NOT_STARTED
VF-TRU-005,25 VibeFlow-native TRU,TRU,Protocol compatibility harness,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,ACP/MCP/A2A/AG-UI version profiles are conformance-tested.,Protocol conformance CI,NOT_STARTED
VF-POL-001,25 VibeFlow-native POL,POL,Cross-provider connection grants,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,A linked external account is not automatically available to every agent/project/task.,Grant isolation E2E,NOT_STARTED
VF-POL-002,25 VibeFlow-native POL,POL,Unified approval inbox,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Privileged actions survive disconnect and require durable decisions.,Approval race/reconnect tests,NOT_STARTED
VF-POL-003,25 VibeFlow-native POL,POL,Spend and resource budget policy,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Provider costs and execution budgets are enforced independently.,Budget cutoff tests,NOT_STARTED
VF-AI-001,25 VibeFlow-native AI,AI,Agent admission and capability negotiation,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Agent capabilities are discovered and bound; no implicit feature assumptions.,Negotiation fixtures,NOT_STARTED
VF-AI-002,25 VibeFlow-native AI,AI,Context provenance and redaction policy,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Every context injection can identify source/scope and secret redaction behavior.,Context leak tests,NOT_STARTED
VF-AI-003,25 VibeFlow-native AI,AI,Agent handoff with authority preservation,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Delegation/handoff does not transfer more authority than the parent grant.,Delegation scope tests,NOT_STARTED
VF-UX-001,25 VibeFlow-native UX,UX,Provider-neutral UX normalization,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Different providers project into one consistent state/interaction vocabulary.,Cross-provider UX E2E,NOT_STARTED
VF-UX-002,25 VibeFlow-native UX,UX,Mobile-first remote action center,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P0,,Phone can inspect/approve/cancel/recover without owning execution.,Disconnect/reconnect mobile E2E,NOT_STARTED
VF-ECO-007,25 VibeFlow-native ECO,ECO,VibeFlow project export/import manifest,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,Bindings/policies/artifact lineage can be exported without exporting secrets.,Round-trip portability test,NOT_STARTED
VF-ECO-008,25 VibeFlow-native ECO,ECO,External agent/client session grants,VibeFlow-native requirement,,,ARCHITECTURAL,OWN,P1,,External ACP/MCP/A2A clients receive scoped sessions rather than raw authority.,External client security tests,NOT_STARTED
