id,domain,capability,replit_role,evidence_class,evidence,evidence_refs,replit_authority,vibeflow_equivalent,vibeflow_authority_rule,canonical_decision,decision,candidate,license_commercial_posture,priority,verification_gate,rationale
R2V-156,"08 Repository, checkpoints, history and recovery",Agent logical milestone checkpointing,Agent creates checkpoints at task/feature milestones rather than arbitrary intervals.,DOCUMENTED,D,Replit Docs: Version Control,Agent + checkpoint service,Checkpoint Policy Hook,"VibeFlow is authoritative for Checkpoint Policy Hook state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN POLICY,Task state -> checkpoint manifest,CUSTOM/OWNED,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Independent checkpoint service should consume task milestones.
R2V-157,"08 Repository, checkpoints, history and recovery",Alternate history after rollback,New edits after rollback make future checkpoints an alternate branch.,DOCUMENTED,D,Replit Docs: Checkpoints and Rollbacks,Checkpoint/history authority,Checkpoint DAG,"VibeFlow is authoritative for Checkpoint DAG state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Immutable manifest DAG,CUSTOM/OWNED,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Use DAG rather than destructive linear history.
R2V-158,"08 Repository, checkpoints, history and recovery",Branches/merge/conflicts,Branch and conflict workflows.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Repository,Branch/Review flow,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Branch/Review flow.",BRIDGE,BRIDGE,Git,VERIFY PER DEPENDENCY,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Do not invent alternative VCS.
R2V-159,"08 Repository, checkpoints, history and recovery",Checkpoint stores AI conversation context,Checkpoint includes AI context in addition to code state.,DOCUMENTED,D,Replit Docs: Version Control,Checkpoint authority,CheckpointManifest.ai_context_ref,"VibeFlow is authoritative for CheckpointManifest.ai_context_ref state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Manifest + provider snapshot reference,CUSTOM/OWNED,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,"Checkpoint is cross-resource state, not Git commit alone."
R2V-160,"08 Repository, checkpoints, history and recovery",Checkpoint stores development environment configuration,Rollback can restore tool/config/editor state.,DOCUMENTED,D,Replit Docs: Checkpoints and Rollbacks,Checkpoint authority,CheckpointManifest.environment_ref,"VibeFlow is authoritative for CheckpointManifest.environment_ref state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Manifest of provider snapshot/settings,CUSTOM/OWNED,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Needed to reproduce state that produced code.
R2V-161,"08 Repository, checkpoints, history and recovery",Database checkpoint/restore,Development DB may be included in rollback; production not automatically rolled back.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Database/recovery,DatabaseSnapshotRef,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DatabaseSnapshotRef.",BRIDGE,BRIDGE+POLICY,Provider PITR/snapshot,VERIFY PER DEPENDENCY,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Strong separation of dev and prod recovery.
R2V-162,"08 Repository, checkpoints, history and recovery",File history,Per-file history separate from Agent checkpoints.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Repository/workspace,FileHistory projection,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for FileHistory projection.",BRIDGE,BRIDGE,Git/provider history,VERIFY PER DEPENDENCY,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Keep separate from full-system checkpoint.
R2V-163,"08 Repository, checkpoints, history and recovery",Git repository,Git is core source version control.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Repository,RepositoryBinding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for RepositoryBinding.",BRIDGE,BRIDGE,Git/GitHub/GitLab,VERIFY PER DEPENDENCY,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Repo is separate authority from workspace.
R2V-164,"08 Repository, checkpoints, history and recovery",Optional development database restore with checkpoint,Rollback can optionally include development database contents.,DOCUMENTED,D,Replit Docs: Checkpoints and Rollbacks,Checkpoint + database services,CheckpointManifest.data_snapshot_ref,"VibeFlow is authoritative for CheckpointManifest.data_snapshot_ref state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,BRIDGE+OWN MANIFEST,Database provider snapshot API,CUSTOM/OWNED,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Never silently roll production data with development checkpoint.
R2V-165,"08 Repository, checkpoints, history and recovery",Production database point-in-time recovery separate from checkpoint,Production DB recovery uses a distinct path rather than normal Agent rollback.,DOCUMENTED,D,Replit Docs: Checkpoints and Rollbacks,Production database service,Production Data Recovery,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Production Data Recovery.",BRIDGE,BRIDGE,DB provider PITR,VERIFY PER DEPENDENCY,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Strong authority separation to preserve in VibeFlow.
R2V-166,"08 Repository, checkpoints, history and recovery",Recovery verification,"Replit rollback restores state, but independent post-restore verification is not described as VibeFlow-style gate.",INFERRED/ARCHITECTURAL,I,Prior XAPK/docs evidence register; see Final Source Register,Recovery,RecoveryVerification,"VibeFlow is authoritative for RecoveryVerification state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN STRONGER,Verification pipeline,CUSTOM/OWNED,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Restored state must be tested/reconciled before declared healthy.
R2V-167,"08 Repository, checkpoints, history and recovery",Roll forward/alternate history,Checkpoint timeline supports bidirectional movement and branches.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Recovery history,RecoveryGraph,"VibeFlow is authoritative for RecoveryGraph state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Manifest DAG,CUSTOM/OWNED,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Avoid destructive linear-history assumptions.
R2V-168,"08 Repository, checkpoints, history and recovery",Rollback confirmation,User sees impacted files/memory/tasks/database before rollback.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Recovery policy,RecoveryPlan + approval,"VibeFlow is authoritative for RecoveryPlan + approval state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Workflow engine,CUSTOM/OWNED,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Explicit impact plan before destructive restore.
R2V-169,"08 Repository, checkpoints, history and recovery",Stage/commit/push/pull,Standard Git operations.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Repository,RepoCommand,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for RepoCommand.",BRIDGE,BRIDGE,Git provider adapters,VERIFY PER DEPENDENCY,P1,Immutable recovery evidence + rollback/forward/revision consistency tests,Normalize common operations; preserve provider-specific details.
R2V-170,"08 Repository, checkpoints, history and recovery",Workspace snapshot,Likely element of complete environment restore; exact backend implementation private.,UNKNOWN/PRIVATE,D+U,Prior XAPK/docs evidence register; see Final Source Register,Workspace/recovery,WorkspaceSnapshotRef,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for WorkspaceSnapshotRef.",BRIDGE,BRIDGE,Provider snapshot API,VERIFY PER DEPENDENCY,P0,Immutable recovery evidence + rollback/forward/revision consistency tests,Capability optional by workspace provider.
R2V-171,"09 Connections, MCP, integrations and secrets",App/account secrets,Encrypted secrets injected as env vars and reusable across apps.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Secret service,SecretRef,"VibeFlow is authoritative for SecretRef state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN BOUNDARY,KMS-backed secret store / OpenBao optional,CUSTOM/OWNED,P0,Connection scope/token isolation + MCP conformance + approval tests,Never expose raw secret to agent/mobile unless explicitly necessary.
R2V-172,"09 Connections, MCP, integrations and secrets",Business SaaS connectors,"Connectors include tools such as Linear, Slack, Notion, Jira and others.",DOCUMENTED,D,Replit Docs: Connect via MCP,Integration plane,Service Connection Adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Service Connection Adapter.",BRIDGE,BRIDGE,MCP/provider APIs,MIT,P1,Connection scope/token isolation + MCP conformance + approval tests,Discoverable scoped tool surface.
R2V-173,"09 Connections, MCP, integrations and secrets",Commerce/fintech connectors,Platform exposes integrations such as Stripe/Shopify/Plaid/Square.,DOCUMENTED,D,Replit Docs changelogs/connectors,Integration plane,Commerce Connection Adapter,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Commerce Connection Adapter.",BRIDGE,BRIDGE,MCP/provider APIs,MIT,P1,Connection scope/token isolation + MCP conformance + approval tests,High-risk tools should be policy/approval gated.
R2V-174,"09 Connections, MCP, integrations and secrets",Confirmation for sensitive tools,Some MCP tools require confirmation.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Agent policy,ApprovalPolicy,"VibeFlow is authoritative for ApprovalPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Risk engine + user approval,CUSTOM/OWNED,P1,Connection scope/token isolation + MCP conformance + approval tests,Approval semantics are VibeFlow-owned.
R2V-175,"09 Connections, MCP, integrations and secrets",Connector catalog,Curated service integrations.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Integration service,ConnectionCatalog,"VibeFlow is authoritative for ConnectionCatalog state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN REGISTRY,MCP directory + provider manifests,MIT,P1,Connection scope/token isolation + MCP conformance + approval tests,Catalog metadata separate from credentials.
